연도,계약명,수행용역
2020,청라 티,CFD
2020,청라 티,연돌 시뮬레이션
2020,가톨릭대,녹색건축 인증
2020,가톨릭대,건축물 에너지효율등급
2020,위례지 A3-1공동,소음실측
2020,위례지 A3-1공동,녹색건축 인증
2020,위례지 A3-1공동,건축물 에너지효율등급
2020,정릉골 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,국제금융,에너지절약계획서
2020,국제금융,건축물에너지소비총량제 (ECO2_OD)
2020,국제금융,교육환경
2020,국제금융,건축물 등의 범죄예방기준
2020,펄어비스 사옥,연돌 시뮬레이션
2020,삼성전자,에너지절약계획서
2020,서울 중앙지사 복합 설,녹색건축 인증
2020,서울 중앙지사 복합 설,건축물 에너지효율등급
2020,서울 중앙지사 복합 설,Barrier Free
2020,대 도남지구 A-2공동,소음예측
2020,대 도남지구 A-2공동,에너지절약계획서
2020,서울 성동구 성수1가(뚝섬역)지삭산업,녹색건축 인증
2020,서울 성동구 성수1가(뚝섬역)지삭산업,건축물 에너지효율등급
2020,( )동숭아트,에너지절약계획서
2020,( )동숭아트,녹색건축 인증
2020,( )동숭아트,건축물 에너지효율등급
2020,화성동탄 11블럭 주상복합,CFD
2020,주성엔지니어링 R&D센타,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2021,창원 용원동 판매 설(마트),에너지절약계획서
2020,부산항(북항) 재,"일조, 조망"
2020,서초 센트럴 IPARK 문주,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,Hynix M16-Ph-1,CFD
2020,Hynix M16-Ph-1,연돌 시뮬레이션
2020,동탄호수공원 행복,연구용역
2020,해운대 우동 00주상복합,에너지절약계획서
2020,신월곡1재정비촉진 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,양산 농협 하나로마트 거실제연 T A,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,전주 에코 티데시앙 8 B,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,부산 해운대 우동 544-6번지 외 2필...,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,부산 해운대 우동 544-6번지 외 2필...,에너지절약계획서
2020,부산광역 해운대구 우동548번지,에너지절약계획서
2020,부산광역 해운대구 우동548번지,건축물 등의 범죄예방기준
2020,부산광역 해운대구 우동548번지,수질오염 총량제
2020,부산광역 해운대구 우동548번지,녹색건축 인증
2020,부산광역 해운대구 우동548번지,건축물 에너지효율등급
2020,남원 화장품 지식산업,에너지절약계획서
2020,남원 화장품 지식산업,녹색건축 인증
2020,남원 화장품 지식산업,건축물 에너지효율등급
2020,남원 화장품 지식산업,Barrier Free
2020,남원 화장품 지식산업,에너지 효율등급평가
2020,남원 화장품 지식산업,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,환경공단부지 민간참여 공공,소음예측
2020,환경공단부지 민간참여 공공,에너지절약계획서
2020,환경공단부지 민간참여 공공,녹색건축 인증
2020,환경공단부지 민간참여 공공,건축물 에너지효율등급
2020,환경공단부지 민간참여 공공,ZEB
2020,환경공단부지 민간참여 공공,건축물 등의 범죄예방기준
2020,환경공단부지 민간참여 공공,Barrier Free
2020,방배동(952-2) 주상복합,에너지절약계획서
2020,방배동(952-2) 주상복합,녹색건축 인증
2020,방배동(952-2) 주상복합,건축물 에너지효율등급
2020,방배동(952-2) 주상복합,"빛공해, 현휘, 조도 시뮬레이션"
2020,방배동(952-2) 주상복합,건축물 등의 범죄예방기준
2020,방배동(952-2) 주상복합,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,방배동(952-2) 주상복합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,화성 동탄 A59-블록 공동,교육환경
2019,화성 동탄 A59-블록 공동,기술제안
2019,화성 동탄 A59-,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,강남 역삼동 653-4번지,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,강남 역삼동 653-4번지,"빛공해, 현휘, 조도 시뮬레이션"
2020,대 수성구 만촌동,에너지절약계획서
2020,대 수성구 만촌동,건축물 등의 범죄예방기준
2019,강원 동해 이도동,에너지절약계획서
2019,강원 동해 이도동,건축물 등의 범죄예방기준
2020,인천항 세관 통합검사장,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,동화약품 순화1-2지 도시정비형,에너지절약계획서
2019,동화약품 순화1-2지 도시정비형,녹색건축 인증
2019,동화약품 순화1-2지 도시정비형,건축물 에너지효율등급
2019,동화약품 순화1-2지 도시정비형,교육환경
2019,동화약품 순화1-2지 도시정비형,"빛공해, 현휘, 조도 시뮬레이션"
2019,동화약품 순화1-2지 도시정비형,건축물 등의 범죄예방기준
2019,동화약품 순화1-2지 도시정비형,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,신정4재정비촉진 역분야,소음예측
2020,신정4재정비촉진 역분야,소음실측
2020,신정4재정비촉진 역분야,에너지절약계획서
2020,신정4재정비촉진 역분야,녹색건축 인증
2020,신정4재정비촉진 역분야,건축물 에너지효율등급
2020,신정4재정비촉진 역분야,교육환경
2020,신정4재정비촉진 역분야,"일조, 조망"
2020,신정4재정비촉진 역분야,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,신정4재정비촉진 역분야,"빛공해, 현휘, 조도 시뮬레이션"
2020,신정4재정비촉진 역분야,"청정건강기준, 공동주택 성능등급"
2020,신정4재정비촉진 역분야,결로
2020,신정4재정비촉진 역분야,장수명 주택인증
2020,신정4재정비촉진 역분야,건축물 등의 범죄예방기준
2020,신정4재정비촉진 역분야,공가관리계획
2020,신정4재정비촉진 역분야,Barrier Free
2020,신정4재정비촉진 역분야,수질오염 총량제
2020,신정4재정비촉진 역분야,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,아산 노인복지관 주차,Barrier Free
2020,잠실운동장 주경기장 리 국제공모,소음예측
2020,잠실운동장 주경기장 리 국제공모,에너지절약계획서
2020,잠실운동장 주경기장 리 국제공모,녹색건축 인증
2020,잠실운동장 주경기장 리 국제공모,건축물 에너지효율등급
2020,잠실운동장 주경기장 리 국제공모,ZEB
2020,잠실운동장 주경기장 리 국제공모,건축물 등의 범죄예방기준
2020,잠실운동장 주경기장 리 국제공모,Barrier Free
2020,잠실운동장 주경기장 리 국제공모,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,잠실운동장 주경기장 리 국제공모,에너지 사용계획
2020,잠실운동장 주경기장 리 국제공모,지능형건축물 예비인증
2020,SH모듈러,CFD
2020,안성 바우덕이 복합휴게 설,에너지절약계획서
2020,안성 바우덕이 복합휴게 설,녹색건축 인증
2020,안성 바우덕이 복합휴게 설,건축물 에너지효율등급
2020,안성 바우덕이 복합휴게 설,ZEB
2020,안성 바우덕이 복합휴게 설,건축물에너지소비총량제 (ECO2_OD)
2020,가락삼익맨숀,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,익산 마동 공동,소음예측
2020,익산 마동 공동,에너지절약계획서
2020,익산 마동 공동,"일조, 조망"
2020,익산 마동 공동,수질오염 총량제
2020,서울 어울림 체육,에너지절약계획서
2020,서울 어울림 체육,녹색건축 인증
2020,서울 어울림 체육,건축물 에너지효율등급
2020,서울 어울림 체육,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,쉐라톤서울팔래스호텔 별관,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,대 힐스테이트 감삼 주상복합,연돌 시뮬레이션
2020,아산 스마트밸리산업,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,아산 스마트밸리산업,소음예측
2020,아산 스마트밸리산업,에너지절약계획서
2020,아산 스마트밸리산업,녹색건축 인증
2020,아산 스마트밸리산업,건축물 에너지효율등급
2020,아산 스마트밸리산업,"일조, 조망"
2020,아산 스마트밸리산업,"청정건강기준, 공동주택 성능등급"
2020,아산 스마트밸리산업,결로
2020,아산 스마트밸리산업,건축물 등의 범죄예방기준
2020,아산 스마트밸리산업,수질오염 총량제
2020,서 암남동,소음예측
2020,온천장 지역,소음예측
2020,온천장 지역,에너지절약계획서
2020,온천장 지역,녹색건축 인증
2020,온천장 지역,건축물 등의 범죄예방기준
2020,온천장 지역,수질오염 총량제
2020,언양송대지 근린생활,에너지절약계획서
2020,신사동 587-10,에너지절약계획서
2020,신사동 587-10,녹색건축 인증
2020,신사동 587-10,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,신사동 587-10,건축물 에너지효율등급
2020,신사동 587-10,"빛공해, 현휘, 조도 시뮬레이션"
2020,논현동 5-4,에너지절약계획서
2020,논현동 5-4,녹색건축 인증
2020,논현동 5-4,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,논현동 5-4,건축물 에너지효율등급
2020,논현동 5-4,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,논현동 5-4,"빛공해, 현휘, 조도 시뮬레이션"
2020,익산 영등동 191-18,에너지절약계획서
2020,익산 영등동 191-18,건축물 등의 범죄예방기준
2020,익산 영등동 191-18,수질오염 총량제
2020,익산 영등동 191-18,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,팸스 평택 캠프,에너지 사용계획
2020,팸스 평택 캠프,에너지절약계획서
2019,수원 서둔동 역세권,에너지절약계획서
2019,수원 서둔동 역세권,건축물에너지소비총량제 (ECO2_OD)
2019,수원 서둔동 역세권,건축물 등의 범죄예방기준
2020,경기 화성 안녕동 188-249번지 도시형생활,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,네이버클라우드데이터,CFD
2020,평택 P3-,연구용역
2020,경기 과천지식정보타운 상업3-1 2,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,경기 과천지식정보타운 상업1-2 3,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,네이버 데이터,에너지절약계획서
2020,네이버 데이터,에너지 사용계획
2020,네이버 데이터,CFD
2020,과천지식정보타운 2-2블럭,에너지 사용계획
2020,경기 화성 안녕동 188-345외 5필지...,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,부산 강서 명지지 문화복합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,청주고속터미널부지 복합 설,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,청주고속터미널부지(주상복합부지) 복합 설,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,인천검단 주상복합 RC34-블럭,연돌 시뮬레이션
2020,판교대장지 도시개발 근린생활,녹색건축 인증
2020,판교대장지 도시개발 근린생활,건축물 에너지효율등급
2020,한남동1-184 근린생활 설,에너지절약계획서
2020,화성 동화지구 도시개발구역 3블럭 공동,소음예측
2020,화성 동화지구 도시개발구역 3블럭 공동,소음실측
2020,화성 동화지구 도시개발구역 3블럭 공동,에너지절약계획서
2020,화성 동화지구 도시개발구역 3블럭 공동,녹색건축 인증
2020,화성 동화지구 도시개발구역 3블럭 공동,건축물 에너지효율등급
2020,화성 동화지구 도시개발구역 3블럭 공동,교육환경
2020,화성 동화지구 도시개발구역 3블럭 공동,"일조, 조망"
2020,화성 동화지구 도시개발구역 3블럭 공동,"청정건강기준, 공동주택 성능등급"
2020,화성 동화지구 도시개발구역 3블럭 공동,결로
2020,화성 동화지구 도시개발구역 3블럭 공동,건축물 등의 범죄예방기준
2020,부산 가야 공동,녹색건축 인증
2020,부산 가야 공동,건축물 에너지효율등급
2020,고덕강일지 공동,소음예측
2020,고덕강일지 공동,에너지절약계획서
2020,고덕강일지 공동,녹색건축 인증
2020,고덕강일지 공동,건축물 에너지효율등급
2020,고덕강일지 공동,서울시에너지소비총량제 (BESS)
2020,고덕강일지 공동,교육환경
2020,고덕강일지 공동,"일조, 조망"
2020,고덕강일지 공동,"청정건강기준, 공동주택 성능등급"
2020,고덕강일지 공동,결로
2020,고덕강일지 공동,건축물 등의 범죄예방기준
2020,고덕강일지 공동,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,고덕강일지 공동,지자체 가이드라인
2019,안산 AT&S 코리아 공장동 전열해석_단열결로,CFD
2020,2020년 설악산국립공원 오색분소,Barrier Free
2020,화성동탄2 105 BBL행복,소음실측
2020,화성동탄2 105 BBL행복,CFD
2020,화성동탄2 105 BBL행복,기술제안
2020,행복도 4-1생활권 H1-H2-,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,강동 길동,에너지절약계획서
2020,강동 길동,녹색건축 인증
2020,강동 길동,건축물 에너지효율등급
2020,강동 길동,건축물 등의 범죄예방기준
2020,강동 길동,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,강동 길동,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,강동 길동,"빛공해, 현휘, 조도 시뮬레이션"
2020,송도국제도 국제,녹색건축 인증
2020,송도국제도 국제,건축물 에너지효율등급
2020,UBS Seo u,"LEED, BREEAM, GSAS"
2020,UBS Seo u,"에너지 시뮬레이션, 기계설비 성능점검"
2020,UBS Seo u,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,서울 중 양동지구,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,웹기반 공공건축물 GR 의사결정지원 스템,연구용역
2020,병영생활관 실내공기질 관리방안,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,논현동 5-21,에너지절약계획서
2020,논현동 5-21,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,00부대,BIM/BEMS
2020,신정도 개발구역 행복,소음실측
2020,신정도 개발구역 행복,녹색건축 인증
2020,신정도 개발구역 행복,건축물 에너지효율등급
2020,위례북측도로 방음 설 빛반사 영향,"일조, 조망"
2020,화성동탄2 A94-,소음예측
2020,화성동탄2 A94-,에너지절약계획서
2020,화성동탄2 A94-,녹색건축 인증
2020,화성동탄2 A94-,건축물 에너지효율등급
2020,화성동탄2 A94-,교육환경
2020,화성동탄2 A94-,"청정건강기준, 공동주택 성능등급"
2020,화성동탄2 A94-,결로
2020,화성동탄2 A94-,장수명 주택인증
2020,화성동탄2 A94-,건축물 등의 범죄예방기준
2020,화성동탄2 A94-민간참여 공공,소음예측
2020,화성동탄2 A94-민간참여 공공,CFD
2020,화성동탄2 A94-민간참여 공공,기술제안
2020,Credit Suisse Office a...,"LEED, BREEAM, GSAS"
2020,Credit Suisse Office a...,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,2019가합 102520 손해배상(기),"일조, 조망"
2020,광주광역 북구 운암동,에너지절약계획서
2020,광주광역 북구 운암동,녹색건축 인증
2020,광주광역 북구 운암동,건축물 에너지효율등급
2020,광주광역 북구 운암동,건축물 등의 범죄예방기준
2020,생산성 향상을 위한 B,결로
2020,생산성 향상을 위한 B,CFD
2020,생산성 향상을 위한 B,"에너지 시뮬레이션, 기계설비 성능점검"
2020,노스게이트,"LEED, BREEAM, GSAS"
2020,노스게이트,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,둔덕정수장 고도정수처리 설,녹색건축 인증
2020,둔덕정수장 고도정수처리 설,건축물 에너지효율등급
2020,은행나무길 화장실,Barrier Free
2020,2020년 충남 사회적경제 유통지원,Barrier Free
2020,삼익아파트3동,소음예측
2020,삼익아파트3동,소음실측
2020,삼익아파트3동,에너지절약계획서
2020,삼익아파트3동,녹색건축 인증
2020,삼익아파트3동,건축물 에너지효율등급
2020,삼익아파트3동,"일조, 조망"
2020,삼익아파트3동,"청정건강기준, 공동주택 성능등급"
2020,삼익아파트3동,건축물 등의 범죄예방기준
2020,삼익아파트3동,수질오염 총량제
2020,IKEA Gangdong -,"LEED, BREEAM, GSAS"
2020,오산 서동 A2-,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,고덕강일 공공,에너지 사용계획
2020,고덕강일 공공,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,대 신암3동 공동,결로
2020,서울 동대문구 전농동,소음예측
2020,서울 동대문구 전농동,"일조, 조망"
2020,부산 부암동 신선마을 마을공유,Barrier Free
2020,방배 신삼호,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,의정부 캠프 라과디아 도시,기술제안
2020,의정부 캠프 라과디아 도시,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,익산 중앙동 주상복합,소음예측
2020,익산 중앙동 주상복합,소음실측
2020,익산 중앙동 주상복합,에너지절약계획서
2020,익산 중앙동 주상복합,녹색건축 인증
2020,익산 중앙동 주상복합,건축물 에너지효율등급
2020,익산 중앙동 주상복합,교육환경
2020,익산 중앙동 주상복합,"청정건강기준, 공동주택 성능등급"
2020,익산 중앙동 주상복합,결로
2020,익산 중앙동 주상복합,건축물 등의 범죄예방기준
2020,익산 중앙동 주상복합,수질오염 총량제
2020,서울 강서구 등촌동 공동,소음실측
2020,서울 강서구 등촌동 공동,에너지절약계획서
2020,서울 강서구 등촌동 공동,녹색건축 인증
2020,서울 강서구 등촌동 공동,건축물 에너지효율등급
2020,서울 강서구 등촌동 공동,건축물 등의 범죄예방기준
2020,서울 강서구 등촌동 공동,Barrier Free
2020,서울 강서구 등촌동 공동,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,중동 힐스테이트,"일조, 조망"
2020,경기 의정부 306보충대 도,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,좌동 1477-20 오피스텔,에너지절약계획서
2021,좌동 1477-20 오피스텔,건축물 에너지효율등급
2021,좌동 1477-20 오피스텔,ZEB
2021,좌동 1477-20 오피스텔,Barrier Free
2020,마포 연구,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,옛 성동 치소,소음예측
2020,옛 성동 치소,에너지절약계획서
2020,옛 성동 치소,녹색건축 인증
2020,옛 성동 치소,건축물 에너지효율등급
2020,옛 성동 치소,서울시에너지소비총량제 (BESS)
2020,옛 성동 치소,교육환경
2020,옛 성동 치소,"일조, 조망"
2020,옛 성동 치소,건축물 등의 범죄예방기준
2020,서울 강남 대치동 1008,"빛공해, 현휘, 조도 시뮬레이션"
2020,성수동 656-1033일원 복합 설,에너지절약계획서
2020,성수동 656-1033일원 복합 설,녹색건축 인증
2020,성수동 656-1033일원 복합 설,건축물 에너지효율등급
2020,성수동 656-1033일원 복합 설,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,나무기술,녹색건축 인증
2020,나무기술,건축물 에너지효율등급
2020,나무기술,ZEB
2020,나무기술,"일조, 조망"
2020,나무기술,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,나무기술,CFD
2020,나무기술,기술제안
2020,나무기술,"에너지 시뮬레이션, 기계설비 성능점검"
2020,천안 불당 오피스텔,에너지절약계획서
2020,천안 불당 오피스텔,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,천안 불당 오피스텔,건축물 등의 범죄예방기준
2020,기존 건축물 사용량 데이터 기반 성능,연구용역
2020,IKEA Warehouse Due,"LEED, BREEAM, GSAS"
2020,IBLK 하남데이터,에너지 사용계획
2020,명륜동 공동,소음예측
2020,명륜동 공동,에너지절약계획서
2020,명륜동 공동,건축물 등의 범죄예방기준
2020,공주 봉곡리 복합 쇼핑센타,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,대이작도 소이작도,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,탐방로,"경관, 토탈디자인 좋은빛 심의, 태양광"
2015,안성 복합교육문화,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,기아자동차 강원권 통합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,행정중심복합도 6-4생활권 저영향,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,아산 배방 원도심 도시재생,Barrier Free
2020,동아 아 인권 평화 미술관,에너지절약계획서
2020,동아 아 인권 평화 미술관,건축물 에너지효율등급
2020,동아 아 인권 평화 미술관,ZEB
2020,동아 아 인권 평화 미술관,건축물 등의 범죄예방기준
2020,동아 아 인권 평화 미술관,Barrier Free
2020,취약계층 그린리,연구용역
2020,죽전70 근린공원 특례 공동,소음예측
2020,죽전70 근린공원 특례 공동,소음실측
2020,제넥신컨소 엄 마곡 신사옥 R&D,에너지절약계획서
2020,제넥신컨소 엄 마곡 신사옥 R&D,녹색건축 인증
2020,제넥신컨소 엄 마곡 신사옥 R&D,건축물 에너지효율등급
2020,제넥신컨소 엄 마곡 신사옥 R&D,서울시에너지소비총량제 (BESS)
2020,제넥신컨소 엄 마곡 신사옥 R&D,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,제넥신컨소 엄 마곡 신사옥 R&D,"빛공해, 현휘, 조도 시뮬레이션"
2020,제넥신컨소 엄 마곡 신사옥 R&D,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,망우1 역 경관심의 좋은빛위원회심의,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,망우1 역 경관심의 좋은빛위원회심의,"빛공해, 현휘, 조도 시뮬레이션"
2020,홍은동 제6,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,20년 공공건축물 그린리 지원,연구용역
2020,사우디 N,기술제안
2020,카카오 데이터,에너지 사용계획
2020,구리갈매 지식산업,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,파주운정3 A-23BL공동,연구용역
2020,파주운정3 A-23BL공동,소음예측
2020,파주운정3 A-23BL공동,에너지절약계획서
2020,파주운정3 A-23BL공동,녹색건축 인증
2020,파주운정3 A-23BL공동,건축물 에너지효율등급
2020,파주운정3 A-23BL공동,교육환경
2020,파주운정3 A-23BL공동,"일조, 조망"
2020,파주운정3 A-23BL공동,"청정건강기준, 공동주택 성능등급"
2020,파주운정3 A-23BL공동,결로
2020,파주운정3 A-23BL공동,장수명 주택인증
2020,파주운정3 A-23BL공동,건축물 등의 범죄예방기준
2020,파주운정3 A-23BL공동,수질오염 총량제
2020,대 간송미술관,에너지절약계획서
2020,대 간송미술관,녹색건축 인증
2020,대 간송미술관,건축물 에너지효율등급
2020,대 간송미술관,ZEB
2020,대 간송미술관,Barrier Free
2020,송도 F19-1블록 공동,녹색건축 인증
2020,송도 F19-1블록 공동,건축물 에너지효율등급
2020,이온몰 미얀마 입찰지원,기술제안
2020,약수역 더 티_,에너지절약계획서
2020,약수역 더 티_,녹색건축 인증
2020,약수역 더 티_,건축물 에너지효율등급
2020,강릉 주문진읍 교항리 171-7번지일원 ...,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,강릉 주문진읍 교항리 171-7번지일원 ...,에너지절약계획서
2020,환경안전 인허가,에너지 사용계획
2020,세운재정비촉진지 3-6,소음예측
2020,세운재정비촉진지 3-6,소음실측
2020,세운재정비촉진지 3-6,에너지절약계획서
2020,세운재정비촉진지 3-6,녹색건축 인증
2020,세운재정비촉진지 3-6,건축물 에너지효율등급
2020,세운재정비촉진지 3-6,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,세운재정비촉진지 3-6,범죄예방환경설계 (CPTED) 디자인인증
2020,세운재정비촉진지 3-7,소음예측
2020,세운재정비촉진지 3-7,소음실측
2020,세운재정비촉진지 3-7,에너지절약계획서
2020,세운재정비촉진지 3-7,녹색건축 인증
2020,세운재정비촉진지 3-7,건축물 에너지효율등급
2020,세운재정비촉진지 3-7,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,세운재정비촉진지 3-7,범죄예방환경설계 (CPTED) 디자인인증
2020,하나드림타운,지능형건축물 예비인증
2020,하나드림타운,CFD
2020,하나드림타운,에너지절약계획서
2020,하나드림타운,녹색건축 인증
2020,하나드림타운,건축물 에너지효율등급
2020,하나드림타운,기술제안
2020,인천검단 A,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,카타르루사일플라자,"LEED, BREEAM, GSAS"
2020,세종 5-1 생활권 스마트 티 국가시범도...,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,세종 스마트 티,"에너지 시뮬레이션, 기계설비 성능점검"
2020,2020년도 고속도로 자산활용 태양광발전,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,부산국제아트,"일조, 조망"
2020,부산국제아트,기술제안
2020,부산국제아트,에너지절약계획서
2020,세인트 존스베리 아카데미 제주-실내 공기질,건물기밀성능
2020,강일 컴팩트 티 공영차고지 입체화,소음예측
2020,강일 컴팩트 티 공영차고지 입체화,에너지절약계획서
2020,강일 컴팩트 티 공영차고지 입체화,녹색건축 인증
2020,강일 컴팩트 티 공영차고지 입체화,건축물 에너지효율등급
2020,강일 컴팩트 티 공영차고지 입체화,ZEB
2020,강일 컴팩트 티 공영차고지 입체화,"일조, 조망"
2020,강일 컴팩트 티 공영차고지 입체화,"청정건강기준, 공동주택 성능등급"
2020,강일 컴팩트 티 공영차고지 입체화,결로
2020,강일 컴팩트 티 공영차고지 입체화,건축물 등의 범죄예방기준
2020,강일 컴팩트 티 공영차고지 입체화,Barrier Free
2020,강일 컴팩트 티 공영차고지 입체화,수질오염 총량제
2020,강일 컴팩트 티 공영차고지 입체화,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,강일 컴팩트 티 공영차고지 입체화,CFD
2020,강일 컴팩트 티 공영차고지 입체화,기술제안
2020,강일 컴팩트 티 공영차고지 입체화,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,안양 충훈부일원 재,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,안동 용상동 00,소음예측
2020,장림동 동일,소음예측
2020,장림동 동일,에너지절약계획서
2020,장림동 동일,교육환경
2020,장림동 동일,건축물 등의 범죄예방기준
2020,장림동 동일,녹색건축 인증
2020,장림동 동일,건축물 에너지효율등급
2020,오 리아 관광,에너지절약계획서
2020,오 리아 관광,녹색건축 인증
2020,오 리아 관광,건축물 에너지효율등급
2020,오 리아 관광,건축물 등의 범죄예방기준
2020,오 리아 관광,에너지 사용계획
2020,화성동탄 2신도 지원,에너지절약계획서
2020,화성동탄 2신도 지원,건축물 에너지효율등급
2020,안산 사동90블럭(1639-9) 복합쇼핑몰,에너지절약계획서
2020,안산 사동90블럭(1639-9) 복합쇼핑몰,녹색건축 인증
2020,안산 사동90블럭(1639-9) 복합쇼핑몰,건축물 에너지효율등급
2020,안산 사동90블럭(1639-9) 복합쇼핑몰,건축물 등의 범죄예방기준
2020,혁신육아복합,에너지절약계획서
2020,혁신육아복합,녹색건축 인증
2020,혁신육아복합,건축물 에너지효율등급
2020,혁신육아복합,ZEB
2020,혁신육아복합,건축물 등의 범죄예방기준
2020,혁신육아복합,Barrier Free
2020,더강남 832 P,에너지절약계획서
2020,더강남 832 P,녹색건축 인증
2020,더강남 832 P,건축물 에너지효율등급
2020,더강남 832 P,서울시에너지소비총량제 (BESS)
2020,더강남 832 P,교육환경
2020,더강남 832 P,범죄예방환경설계 (CPTED) 시설인증
2020,더강남 832 P,Barrier Free
2020,더강남 832 P,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,주례 열린도서관,에너지절약계획서
2020,주례 열린도서관,녹색건축 인증
2020,주례 열린도서관,건축물 에너지효율등급
2020,주례 열린도서관,ZEB
2020,주례 열린도서관,건축물 등의 범죄예방기준
2020,주례 열린도서관,Barrier Free
2020,동래 낙민동 00주상복합,에너지절약계획서
2020,동래 낙민동 00주상복합,건축물 등의 범죄예방기준
2020,여수 학동 00주상복합,에너지절약계획서
2020,여수 학동 00주상복합,건축물 등의 범죄예방기준
2020,시화MTV 스트리트몰2 특화거리,에너지절약계획서
2020,시화MTV 스트리트몰2 특화거리,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,LH공사 C-ZEMS,기술제안
2020,구서2동 행정복지,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,서울 서대문 충정수도,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,서울 서대문 충정수도,"빛공해, 현휘, 조도 시뮬레이션"
2020,부평 데이터,에너지절약계획서
2020,송도랜드마크,건축물 에너지효율등급
2020,행정중심복합도 6-3생활권 공동,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,방축동 제1공영주차장,Barrier Free
2020,송도 E5-블록 주상복합,녹색건축 인증
2020,송도 E5-블록 주상복합,건축물 에너지효율등급
