연도,계약명,발주처,수행용역
2019,광한 소규모재건축사업 - 경관심의용역,광한소규모재건축사업조합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,주성엔지니어링 R&D센타 신축공사 T.A.B. 기술용역,㈜이테크건설,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,동부산 관광단지 테마텔 2부지 - 에너지절약 계획서 작성 컨설팅 용역,㈜슬랩건축사사무소,에너지절약계획서
2019,아산시 육아종합지원센터 건립사업 신축공사 본인증 컨설팅 용역,충청남도 아산시,건축물 에너지효율등급 예비인증
2019,아산시 육아종합지원센터 건립사업 신축공사 본인증 컨설팅 용역,충청남도 아산시,장애물없는 생활환경(Barrier Free) 본인증
2019,이태석신부 기념관 장애물 없는 생활환경(B.F) 본인증 취득 용역,부산광역시 서구,장애물없는 생활환경(Barrier Free) 본인증
2019,봉래 제1지구 도시정비형 재개발사업 신축공사 커미셔닝 용역,메리츠화재해상보험㈜,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,광주광역시 남구 백운동 638-1 주상복합 신축공사 교육환경평가,㈜한림건축종합건축사사무소,교육환경
2019,구미시 송정동 공동주택 신축공사 현장의 주변일조분석 업무용역,어반어스㈜,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2019,LH 제로에너지 단독주택 2차사업 설계용역,㈜포스코에이앤씨건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2019,과천주공6단지 아파트 재건축 신축공사 외벽입면재료(유리)에 의한 반사현휘 분석 용역,과천주공6단지 주택재건축정비사업조합,"빛공해, 현휘, 조도 시뮬레이션"
2019,부산 기장군 야구체험관 및 실내야구연습장 녹색건축 및 건축물에너지효율등급 예비인증 컨설팅 용역,㈜부산건축종합건축사사무소,녹색건축 예비인증
2019,부산 기장군 야구체험관 및 실내야구연습장 녹색건축 및 건축물에너지효율등급 예비인증 컨설팅 용역,㈜부산건축종합건축사사무소,건축물 에너지효율등급 예비인증
2019,부산 장림동 주상복합상가(계획안변경) 친환경계획 컨설팅 용역,㈜건축사사무소넓은들,에너지절약계획서
2019,부산 장림동 주상복합상가(계획안변경) 친환경계획 컨설팅 용역,㈜건축사사무소넓은들,건축물 등의 범죄예방기준
2019,창원 중동 유니시티 2BL 플러쉬아웃용역,㈜태영건설,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜해안종합건축사사무소,에너지절약계획서
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜해안종합건축사사무소,녹색건축 예비인증
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜해안종합건축사사무소,건축물 에너지효율등급 예비인증
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜해안종합건축사사무소,건축물에너지소비총량제 (ECO2_OD)
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜종합건축사사무소건원,에너지절약계획서
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜종합건축사사무소건원,녹색건축 예비인증
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜종합건축사사무소건원,건축물 에너지효율등급 예비인증
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 친환경 분야,㈜종합건축사사무소건원,건축물에너지소비총량제 (ECO2_OD)
2019,강동세무서 청사 신축공사 설계용역,㈜건축사사무소에스파스,에너지절약계획서
2019,강동세무서 청사 신축공사 설계용역,㈜건축사사무소에스파스,녹색건축 예비인증
2019,강동세무서 청사 신축공사 설계용역,㈜건축사사무소에스파스,건축물 에너지효율등급 예비인증
2019,강동세무서 청사 신축공사 설계용역,㈜건축사사무소에스파스,장애물없는 생활환경(Barrier Free) 예비인증
2019,강동세무서 청사 신축공사 설계용역,㈜건축사사무소에스파스,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,창원 중동 유니시티 1BL 플러쉬아웃용역,㈜태영건설,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,"판교 제2테크노밸리 E8-1,2 설계",㈜해안종합건축사사무소,에너지절약계획서
2019,"판교 제2테크노밸리 E8-1,2 설계",㈜해안종합건축사사무소,녹색건축 예비인증
2019,"판교 제2테크노밸리 E8-1,2 설계",㈜해안종합건축사사무소,건축물 에너지효율등급 예비인증
2019,"판교 제2테크노밸리 E8-1,2 설계",㈜해안종합건축사사무소,건축물에너지소비총량제 (ECO2_OD)
2019,"판교 제2테크노밸리 E8-1,2 설계",㈜해안종합건축사사무소,초고속 정보통신인증
2019,건축물 에너지성능관리 사업 용역,한국감정원,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 경관심의 컨설팅 및 디자인 분야,㈜해안종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,판교 제2테크노밸리 글로벌비즈센터 사업자공모(실시설계) 경관심의 컨설팅 및 디자인 분야,㈜종합건축사사무소건원,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,응암제2구역주택재개발정비사업 중 정비기반시설공사 중 공공디자인심의 용역,도경종합건설㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,면목1주택재건축정비사업 공공디자인심의 컨설팅 용역,초성종합건설㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,일산2차 아이파크(일산3구역 A2 도시개발사업) 설계변경 - 친환경분야 컨설팅 용역,㈜에이치디씨민간임대주택제1호위탁관리부동산투자회사,에너지절약계획서
2019,서울면목 가로주택 정비사업 공동주택설계 친환경 관련 컨설팅 용역,서울면목가로주택정비사업조합,에너지절약계획서
2019,서울면목 가로주택 정비사업 공동주택설계 친환경 관련 컨설팅 용역,서울면목가로주택정비사업조합,수질오염 총량제
2019,서울면목 가로주택 정비사업 공동주택설계 친환경 관련 컨설팅 용역,서울면목가로주택정비사업조합,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,강원 강릉 포남동 1153 주상복합 - 경관심의 컨설팅 용역,㈜도시와자연,"경관, 토탈디자인 좋은빛 심의, 태양광"
2018,과학기술인 복지콤플렉스 건립공사(TK) 실시설계 용역,㈜정림건축종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2018,과학기술인 복지콤플렉스 건립공사(TK) 실시설계 용역,㈜하우드엔지니어링종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,에너지절약계획서
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,녹색건축 예비인증
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,건축물 에너지효율등급 예비인증
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,장애물없는 생활환경(Barrier Free) 예비인증
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,에너지절약계획서
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,녹색건축 예비인증
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,건축물 에너지효율등급 예비인증
2019,제주일도2 행복주택 설계용역,㈜종합건축사사무소림,장애물없는 생활환경(Barrier Free) 예비인증
2019,소리박물관 설계/인허가 용역,㈜와이케이에이치건축사사무소,에너지절약계획서
2019,소리박물관 설계/인허가 용역,㈜와이케이에이치건축사사무소,녹색건축 예비인증
2019,소리박물관 설계/인허가 용역,㈜와이케이에이치건축사사무소,녹색건축 본인증
2019,소리박물관 설계/인허가 용역,㈜와이케이에이치건축사사무소,건축물 에너지효율등급 예비인증
2019,소리박물관 설계/인허가 용역,㈜와이케이에이치건축사사무소,건축물 에너지효율등급 본인증
2019,소리박물관 설계/인허가 용역,㈜와이케이에이치건축사사무소,건축물 등의 범죄예방기준
2019,소리박물관 설계/인허가 용역,㈜와이케이에이치건축사사무소,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,신산경로당 및 커뮤니티 그린리모델링 기본 및 실시설계용역 (노후건축물 현황평가 및 그린리모델링 설계 컨설팅 용역),㈜건축사사무소리안,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,용인 영덕 기업형 임대주택 신축공사 - 교육환경평가 용역,에이치엠홀딩스㈜,교육환경
2019,서귀포중앙 행복주택 설계용역,㈜종합건축사사무소림,에너지절약계획서
2019,서귀포중앙 행복주택 설계용역,㈜종합건축사사무소림,녹색건축 예비인증
2019,서귀포중앙 행복주택 설계용역,㈜종합건축사사무소림,건축물 에너지효율등급 예비인증
2019,서귀포중앙 행복주택 설계용역,㈜종합건축사사무소림,장애물없는 생활환경(Barrier Free) 예비인증
2019,서귀포중앙 행복주택 설계용역,㈜건축사사무소유앤피,에너지절약계획서
2019,서귀포중앙 행복주택 설계용역,㈜건축사사무소유앤피,녹색건축 예비인증
2019,서귀포중앙 행복주택 설계용역,㈜건축사사무소유앤피,건축물 에너지효율등급 예비인증
2019,서귀포중앙 행복주택 설계용역,㈜건축사사무소유앤피,장애물없는 생활환경(Barrier Free) 예비인증
2019,남포동 ㈜은과빛 메디컬센터 신축공사 (설계변경),㈜거현이엔지건축사사무소,에너지절약계획서
2019,양양 구교리 공동주택 신축공사 - 교육환경평가 용역,한국자산신탁㈜,교육환경
2019,남광 로얄아파트 주택재건축 정비사업의 교육환경평가 등 용역,㈜경호이엔씨,교육환경
2019,남광 로얄아파트 주택재건축 정비사업의 교육환경평가 등 용역,㈜경호이엔씨,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,몽골 임대주택(바양골린 암) 건설사업 타당성조사(F/S) 용역,㈜해안종합건축사사무소,"에너지 시뮬레이션, 기계설비 성능점검"
2019,몽골 임대주택(바양골린 암) 건설사업 타당성조사(F/S) 용역,㈜해안종합건축사사무소,연구용역
2019,사직아시아드 지역주택조합 아파트 사업승인 변경에 따른 에너지절약계획서 작성 컨설팅 용역,㈜더부종합건축사사무소,에너지절약계획서
2019,"창원 용원동 판매시설, 세차장 신축공사",㈜신도시엔지니어링종합건축사사무소,에너지절약계획서
2019,김해 일반산업단지 1블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,소음예측
2019,김해 일반산업단지 1블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,에너지절약계획서
2019,김해 일반산업단지 1블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,"청정건강기준, 공동주택 성능등급"
2019,김해 일반산업단지 1블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,결로
2019,김해 일반산업단지 1블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,건축물 등의 범죄예방기준
2019,김해 일반산업단지 1블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,수질오염 총량제
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,소음예측
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,에너지절약계획서
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,녹색건축 예비인증
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,"청정건강기준, 공동주택 성능등급"
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,결로
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,장수명 주택인증
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,건축물 등의 범죄예방기준
2019,김해 일반산업단지 2블럭 부영아파트 신축공사 친환경부문,㈜신도시엔지니어링종합건축사사무소,수질오염 총량제
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,소음예측
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,소음실측
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,에너지절약계획서
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,녹색건축 예비인증
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,녹색건축 본인증
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,건축물 에너지효율등급 예비인증
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,건축물 에너지효율등급 본인증
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,"청정건강기준, 공동주택 성능등급"
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,결로
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,건축물 등의 범죄예방기준
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,수질오염 총량제
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,도마·변동9재정비촉진구역 주택재개발정비사업 친환경분야 컨설팅 용역,도마·변동9재정비촉진구역 주택재개발정비사업조합,사전재해 영향성검토
2019,동탄2지구(지원38-1) 지식산업센터 신축공사 경관심의,㈜종합건축사사무소건원,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,인천검단3구역 도시개발사업 BL5-1 공동주택 신축공사 설계용역 경관분야,㈜무영종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,인천검단3구역 도시개발사업 BL5-1 공동주택 신축공사 설계용역 경관분야,㈜원양건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,광한 소규모재건축사업 - CG 수정 용역,광한소규모재건축사업조합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,충남 사회적경제 유통지원센터 신축공사 BF예비인증 컨설팅용역,충청남도 아산시,장애물없는 생활환경(Barrier Free) 예비인증
2019,신평동 주상복합 건 친환경분야 관련 용역,㈜에이건축사사무소,에너지절약계획서
2019,신평동 주상복합 건 친환경분야 관련 용역,㈜에이건축사사무소,건축물 등의 범죄예방기준
2018,인천주안 도시개발1구역 복합개발사업 신축공사 - 사업승인변경,㈜이가종합건축사사무소,에너지절약계획서
2018,인천주안 도시개발1구역 복합개발사업 신축공사 - 사업승인변경,㈜이가종합건축사사무소,"청정건강기준, 공동주택 성능등급"
2018,인천주안 도시개발1구역 복합개발사업 신축공사 - 에너지사용계획,㈜이가종합건축사사무소,에너지 사용계획
2018,인천주안 도시개발1구역 복합개발사업 신축공사 - 에너지사용계획변경,㈜이가종합건축사사무소,에너지 사용계획
2019,벽산빌라가로주택정비사업 친환경 관련 컨설팅 용역,벽산빌라가로주택정비사업조합,에너지절약계획서
2019,"한림대학교성심병원 신관동 및 지하주차장공사, 본관 리모델링공사 설계용역",㈜해안종합건축사사무소,에너지 사용계획
2019,용인시 공동주택 기밀측정 용역,㈜에코픽쳐스,건물기밀성능
2019,"판교대장지구 연립B2, B3BL 신축 환경디자인(일반) 외주의 건",㈜삼우종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,방배동 오피스텔 친환경계획컨설팅 및 인증 용역,생각속의집(이종만외15인),에너지절약계획서
2019,방배동 오피스텔 친환경계획컨설팅 및 인증 용역,생각속의집(이종만외15인),녹색건축 예비인증
2019,방배동 오피스텔 친환경계획컨설팅 및 인증 용역,생각속의집(이종만외15인),녹색건축 본인증
2019,방배동 오피스텔 친환경계획컨설팅 및 인증 용역,생각속의집(이종만외15인),건축물 에너지효율등급 예비인증
2019,방배동 오피스텔 친환경계획컨설팅 및 인증 용역,생각속의집(이종만외15인),건축물 에너지효율등급 본인증
2019,방배동 오피스텔 친환경계획컨설팅 및 인증 용역,생각속의집(이종만외15인),"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,"세종시 6-4 생활권 UR1-1, 1-2부지 도심형 주택",㈜간삼건축종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,마제스타시티 LEED 명판 쇼케이스 제작 용역,엠스퀘어피에프브이㈜,"LEED, BREEAM, GSAS"
2019,경기 고양 원흥 1-1 블록 오피스텔_경관 자문 컨설팅 용역,가림종합개발㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,부산 해운대 LCT 복합개발사업 신축공사,㈜종합건축사사무소동일건축,에너지절약계획서
2019,부산 해운대 LCT 복합개발사업 신축공사,㈜종합건축사사무소동일건축,녹색건축 본인증
2019,제7회 주택설계 · 기술경진대회,㈜한빛엔지니어링건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2019,제7회 주택설계 · 기술경진대회,㈜범도시건축종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2019,신사호텔 Cloud BEMS인증,유니넷텍㈜,BIM/BEMS
2019,신촌역 임대주택 신축공사 설계용역,㈜종합건축사사무소디자인캠프문박디엠피,"경관, 토탈디자인 좋은빛 심의, 태양광"
2014,흑석3재정비촉진구역 벽체 및 창호 결로 방지 용역,흑석3재정비촉진구역 주택재개발정비사업조합,결로
2019,서울면목 가로주택 정비사업 공동주택설계 친환경 관련 컨설팅 용역,서울면목가로주택정비사업조합,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2019,우방범어타운(2차) 주택재건축정비사업_경관심의 컨설팅 용역,우방범어타운(2차) 주택재건축정비사업조합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,대전지방국세청 청사 신축사업 중 T.A.B 용역,㈜제이에스건설산업,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,개금2구역주택재개발정비사업 친환경 관련 컨설팅 용역,개금2구역주택재개발정비사업조합,소음예측
2019,개금2구역주택재개발정비사업 친환경 관련 컨설팅 용역,개금2구역주택재개발정비사업조합,에너지절약계획서
2019,개금2구역주택재개발정비사업 친환경 관련 컨설팅 용역,개금2구역주택재개발정비사업조합,"청정건강기준, 공동주택 성능등급"
2019,개금2구역주택재개발정비사업 친환경 관련 컨설팅 용역,개금2구역주택재개발정비사업조합,결로
2019,개금2구역주택재개발정비사업 친환경 관련 컨설팅 용역,개금2구역주택재개발정비사업조합,범죄예방환경설계 (CPTED) 시설인증
2019,개금2구역주택재개발정비사업 수질오염총량제 컨설팅 용역,개금2구역주택재개발정비사업조합,수질오염 총량제
2019,개금2구역주택재개발정비사업 교육환경영향평가 관련 컨설팅 용역,개금2구역주택재개발정비사업조합,교육환경
2019,인천 도화지구 Ⅷ-5블럭 주상복합 신축공사 녹색건축 및 건축물에너지 효율등급 본인증 컨설팅 용역,네오밸류디앤씨 유한회사,소음실측
2019,인천 도화지구 Ⅷ-5블럭 주상복합 신축공사 녹색건축 및 건축물에너지 효율등급 본인증 컨설팅 용역,네오밸류디앤씨 유한회사,녹색건축 본인증
2019,인천 도화지구 Ⅷ-5블럭 주상복합 신축공사 녹색건축 및 건축물에너지 효율등급 본인증 컨설팅 용역,네오밸류디앤씨 유한회사,건축물 에너지효율등급 본인증
2019,인천 도화지구 Ⅷ-7블럭 주상복합 신축공사 녹색건축 및 건축물에너지 효율등급 본인증 컨설팅 용역,네오밸류디앤씨 유한회사,소음실측
2019,인천 도화지구 Ⅷ-7블럭 주상복합 신축공사 녹색건축 및 건축물에너지 효율등급 본인증 컨설팅 용역,네오밸류디앤씨 유한회사,녹색건축 본인증
2019,인천 도화지구 Ⅷ-7블럭 주상복합 신축공사 녹색건축 및 건축물에너지 효율등급 본인증 컨설팅 용역,네오밸류디앤씨 유한회사,건축물 에너지효율등급 본인증
2019,양정2구역 주택재개발정비사업 - 친환경 관련 컨설팅 용역 (사업시행변경인가),양정2구역 주택재개발정비사업조합,에너지절약계획서
2019,양정2구역 주택재개발정비사업 - 친환경 관련 컨설팅 용역 (사업시행변경인가),양정2구역 주택재개발정비사업조합,수질오염 총량제
2018,2018가합 35967 손해배상(기)    ,서울서부지방법원,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2019,태평연립 가로주택정비사업 신축공사 (친환경),태평연립가로주택정비사업조합,소음예측
2019,태평연립 가로주택정비사업 신축공사 (친환경),태평연립가로주택정비사업조합,범죄예방환경설계 (CPTED) 시설인증
2019,태평연립 가로주택정비사업 신축공사 (친환경),태평연립가로주택정비사업조합,수질오염 총량제
2019,가야3구역 주택재개발정비사업 - 친환경계획 컨설팅 용역,㈜신도시엔지니어링종합건축사사무소,에너지절약계획서
2019,부산항(북항) 재개발사업지 내 사업 업무지구 D-3블럭 개발사업 설계용역,㈜정림건축종합건축사사무소,에너지절약계획서
2019,부산항(북항) 재개발사업지 내 사업 업무지구 D-3블럭 개발사업 설계용역,㈜정림건축종합건축사사무소,범죄예방환경설계 (CPTED) 디자인인증
2019,부산항(북항) 재개발사업지 내 사업 업무지구 D-3블럭 개발사업 설계용역,㈜정림건축종합건축사사무소,에너지 사용계획
2019,2019년 공공건축물 그린리모델링 지원사업(수도권) 기술용역,한국토지주택공사,연구용역
2019,고덕강일 공동주택지구 5BL 공동주택용지 설계공모,㈜종합건축사사무소건원,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2019,포스코케미칼 천연흑연 음극재2공장 2단계 증설공사용역,㈜포스코에이앤씨건축사사무소,에너지절약계획서
2019,고양 덕은 주상복합 신축공사 중 녹색건축 및 건축물에너지효율등급 인증 용역,아이에스동서㈜,녹색건축 예비인증
2019,고양 덕은 주상복합 신축공사 중 녹색건축 및 건축물에너지효율등급 인증 용역,아이에스동서㈜,녹색건축 본인증
2019,고양 덕은 주상복합 신축공사 중 녹색건축 및 건축물에너지효율등급 인증 용역,아이에스동서㈜,건축물 에너지효율등급 예비인증
2019,고양 덕은 주상복합 신축공사 중 녹색건축 및 건축물에너지효율등급 인증 용역,아이에스동서㈜,건축물 에너지효율등급 본인증
2019,송도 국제업무지구 B3블럭 주상복합 신축공사,㈜종합건축사사무소동일건축,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,예솔유치원 이설사업 교육환경평가 용역,예솔유치원,교육환경
2019,스타필드 수원_경관심의,㈜해안종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,스타필드 수원_에너지사용계획,㈜해안종합건축사사무소,에너지 사용계획
2019,스타필드 수원_에너지절약계획,㈜해안종합건축사사무소,에너지절약계획서
2018,서울시 성동구 성수2가 지식산업센터 신축공사 녹색건축 및 건축물에너지효율등급인증 컨설팅 용역,㈜티비성수 ,녹색건축 인증평가 (LCA)
2019,공공건축물 그린리모델링 프로토타입 개발 기술용역,한국토지주택공사,연구용역
2019,김해시 장유 여객터미널 친환경계획 컨설팅 용역,㈜지에이엠건축사사무소 ,에너지절약계획서
2019,김해시 장유 여객터미널 친환경계획 컨설팅 용역,㈜지에이엠건축사사무소 ,건축물 등의 범죄예방기준
2019,사당2 주택재건축정비사업 중 정비기반시설공사 중 공공디자인 심의 용역,도경종합건설㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,녹촌유치원 신축설계 설계용역,㈜건축사사무소리안,에너지절약계획서
2019,녹촌유치원 신축설계 설계용역,㈜건축사사무소리안,녹색건축 예비인증
2019,녹촌유치원 신축설계 설계용역,㈜건축사사무소리안,건축물 에너지효율등급 예비인증
2019,녹촌유치원 신축설계 설계용역,㈜건축사사무소리안,장애물없는 생활환경(Barrier Free) 예비인증
2019,평택 팽성 송화지구 아파트 신축공사 친환경컨설팅 및 인증대행 용역,㈜기안건축사사무소,소음예측
2019,평택 팽성 송화지구 아파트 신축공사 친환경컨설팅 및 인증대행 용역,㈜기안건축사사무소,에너지절약계획서
2019,평택 팽성 송화지구 아파트 신축공사 친환경컨설팅 및 인증대행 용역,㈜기안건축사사무소,녹색건축 예비인증
2019,평택 팽성 송화지구 아파트 신축공사 친환경컨설팅 및 인증대행 용역,㈜기안건축사사무소,건축물 에너지효율등급 예비인증
2019,평택 팽성 송화지구 아파트 신축공사 친환경컨설팅 및 인증대행 용역,㈜기안건축사사무소,"청정건강기준, 공동주택 성능등급"
2019,평택 팽성 송화지구 아파트 신축공사 친환경컨설팅 및 인증대행 용역,㈜기안건축사사무소,결로
2019,평택 팽성 송화지구 아파트 신축공사 친환경컨설팅 및 인증대행 용역,㈜기안건축사사무소,범죄예방환경설계 (CPTED) 시설인증
2019,서초 센트럴IPARK 환경디자인 건축설계용역,HDC현대산업개발㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,주월동 주상복합 아파트 신축공사 친환경 분야 용역,㈜종합건축사사무소시중,에너지절약계획서
2019,서울 중랑구 면목1 주택재건축정비사업_좋은빛심의 컨설팅 용역,면목1주택재건축정비사업조합,"빛공해, 현휘, 조도 시뮬레이션"
2019,안중본선 유지관리사무소_녹샌건축 및 에너지효율등급 Feasibility Study,㈜다즈종합건축사사무소,녹색건축 인증평가 (LCA)
2019,두호주공1차아파트 주택재건축정비사업 설계변경에 따른 에너지절약계획서 작성 컨설팅 용역,두호주공1차파아트 주택재건축정비사업조합,에너지절약계획서
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜다인그룹엔지니어링건축사사무소,소음예측
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜다인그룹엔지니어링건축사사무소,에너지절약계획서
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜다인그룹엔지니어링건축사사무소,교육환경
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜다인그룹엔지니어링건축사사무소,"청정건강기준, 공동주택 성능등급"
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜다인그룹엔지니어링건축사사무소,결로
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜다인그룹엔지니어링건축사사무소,장수명 주택인증
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜다인그룹엔지니어링건축사사무소,범죄예방환경설계 (CPTED) 시설인증
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜에스아이그룹건축사사무소,소음예측
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜에스아이그룹건축사사무소,에너지절약계획서
