연도,계약명,발주처,수행용역
2021,종암동 개운산마을 가로주택정비사업 거주성능 향상 및 브랜드 가치 향상을 위한 환경시뮬레이션 분석 용역,종암동 개운산마을 가로주택정비사업조합,결로
2021,종암동 개운산마을 가로주택정비사업 거주성능 향상 및 브랜드 가치 향상을 위한 환경시뮬레이션 분석 용역,종암동 개운산마을 가로주택정비사업조합,"기류, 바람길, 열환경 시뮬레이션 (CFD)"
2021,종암동 개운산마을 가로주택정비사업 거주성능 향상 및 브랜드 가치 향상을 위한 환경시뮬레이션 분석 용역,종암동 개운산마을 가로주택정비사업조합,에너지 효율등급평가
2021,신평장림산업단지 혁신지원센터 건립공사 제로에너지 건축물 본인증 등 업무대행 용역,부산광역시 건설본부,녹색건축 본인증
2021,신평장림산업단지 혁신지원센터 건립공사 제로에너지 건축물 본인증 등 업무대행 용역,부산광역시 건설본부,건축물 에너지효율등급 본인증
2021,신평장림산업단지 혁신지원센터 건립공사 제로에너지 건축물 본인증 등 업무대행 용역,부산광역시 건설본부,장애물없는 생활환경(Barrier Free) 본인증
2021,이케아 계룡점 신축공사 설계용역 에너지절약계획서 작성 컨설팅 용역,㈜두가씨앤씨종합건축사사무소,에너지절약계획서
2021,경희대학교 가야의료원 신축설계용역 연돌컨설팅,㈜간삼건축종합건축사사무소,연돌 시뮬레이션
2021,신월동 147-1 외 3필지 근린생활시설 신축공사 친환경계획컨설팅 및 인증 용역,㈜간삼건축종합건축사사무소,에너지절약계획서
2021,신월동 147-1 외 3필지 근린생활시설 신축공사 친환경계획컨설팅 및 인증 용역,㈜간삼건축종합건축사사무소,녹색건축 예비인증
2021,신월동 147-1 외 3필지 근린생활시설 신축공사 친환경계획컨설팅 및 인증 용역,㈜간삼건축종합건축사사무소,건축물 에너지효율등급 예비인증
2021,신월동 147-1 외 3필지 근린생활시설 신축공사 친환경계획컨설팅 및 인증 용역,㈜간삼건축종합건축사사무소,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2021,CJ대한통운 수원 제품안전연구소 조성공사 친환경(인증) 외주의 건,㈜삼우종합건축사사무소,에너지절약계획서
2021,부암동 복합센터 친환경부문 컨설팅 용역,디바이어스,에너지절약계획서
2021,부암동 복합센터 친환경부문 컨설팅 용역,디바이어스,건축물 에너지효율등급 예비인증
2021,부암동 복합센터 친환경부문 컨설팅 용역,디바이어스,ZEB 예비인증
2021,부암동 복합센터 친환경부문 컨설팅 용역,디바이어스,장애물없는 생활환경(Barrier Free) 예비인증
2021,부민동 복합센터 친환경부문 컨설팅 용역,에이도스건축디자인,에너지절약계획서
2021,부민동 복합센터 친환경부문 컨설팅 용역,에이도스건축디자인,건축물 에너지효율등급 예비인증
2021,부민동 복합센터 친환경부문 컨설팅 용역,에이도스건축디자인,ZEB 예비인증
2021,부민동 복합센터 친환경부문 컨설팅 용역,에이도스건축디자인,장애물없는 생활환경(Barrier Free) 예비인증
2021,한화리조트 설악 씨네라마/컨텐츠플랫폼 에너지절약계획서,㈜간삼건축종합건축사사무소,에너지절약계획서
2021,충청남도 공주시 신관동 공동주택 신축공사 경관계획설계,㈜디에이그룹엔지니어링종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,서울법원 제2청사 설계용역 교육환경평가 용역,㈜해안종합건축사사무소,교육환경
2020,서울 서초구 서초동 오피스텔 신축공사 환경디자인부문 용역,㈜건축사사무소머릿돌에이스,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,서울 서초구 서초동 오피스텔 신축공사 친환경관련 컨설팅 용역,㈜건축사사무소머릿돌에이스,에너지절약계획서
2020,서울 서초구 서초동 오피스텔 신축공사 친환경관련 컨설팅 용역,㈜건축사사무소머릿돌에이스,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2021,하나금융투자빌딩 LEED EBOM 인증 컨설팅 용역(v4 Gold등급),㈜코람코더원위탁관리부동산투자회사,"LEED, BREEAM, GSAS"
2021,인천 계양구 작전구역 더불어마을 주거환경개선사업 교육환경평가 컨설팅,㈜서해기술단,교육환경
2021,국가정보관리원 공주센터 신축공사 장애물없는 생활환경(BF) 본인증 용역,계룡건설산업㈜,장애물없는 생활환경(Barrier Free) 본인증
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜디에이그룹엔지니어링종합건축사사무소,소음실측
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜디에이그룹엔지니어링종합건축사사무소,녹색건축 예비인증
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜디에이그룹엔지니어링종합건축사사무소,녹색건축 본인증
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜디에이그룹엔지니어링종합건축사사무소,건축물 에너지효율등급 본인증
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜디에이그룹엔지니어링종합건축사사무소,녹색건축 인증평가 (LCA)
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜종합건축사사무소 천산건축,소음실측
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜종합건축사사무소 천산건축,녹색건축 예비인증
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜종합건축사사무소 천산건축,녹색건축 본인증
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜종합건축사사무소 천산건축,건축물 에너지효율등급 본인증
2021,화성동탄2 A105BL 행복주택 민간참여 공공주택 건설사업_친환경 및 에너지 컨설팅 용역(인증업무),㈜종합건축사사무소 천산건축,녹색건축 인증평가 (LCA)
2021,춘천시 약사동 주상복합 신축공사 경관분야 ,㈜종합건축사사무소디자인캠프문박디엠피,에너지절약계획서
2021,춘천시 약사동 주상복합 신축공사 경관분야 ,㈜태제에이앤지건축사사무소,
2021,용인 모현(왕산) 도시개발사업 공공디자인심의 컨설팅 용역,용인모현왕산도시개발사업조합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,솔루스 첨단소재 PS95 TAB용역,㈜덕산코트랜,
2021,원종동 태평빌라 가로주택정비사업 친환경 관련 인증 컨설팅 용역,태평연립가로주택정비사업조합,녹색건축 예비인증
2021,원종동 태평빌라 가로주택정비사업 친환경 관련 인증 컨설팅 용역,태평연립가로주택정비사업조합,녹색건축 본인증
2021,원종동 태평빌라 가로주택정비사업 친환경 관련 인증 컨설팅 용역,태평연립가로주택정비사업조합,건축물 에너지효율등급 예비인증
2021,원종동 태평빌라 가로주택정비사업 친환경 관련 인증 컨설팅 용역,태평연립가로주택정비사업조합,건축물 에너지효율등급 본인증
2021,KTX울산역 역세권 복합용지 M5블럭 주상복합 경관심의 용역,㈜에이텍종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,KTX울산역 역세권 복합용지 M5블럭 주상복합 친환경 컨설팅 용역,㈜에이텍종합건축사사무소,에너지절약계획서
2021,KTX울산역 역세권 복합용지 M5블럭 주상복합 친환경 컨설팅 용역,㈜에이텍종합건축사사무소,녹색건축 예비인증
2021,KTX울산역 역세권 복합용지 M5블럭 주상복합 친환경 컨설팅 용역,㈜에이텍종합건축사사무소,건축물 에너지효율등급 예비인증
2021,KTX울산역 역세권 복합용지 M5블럭 주상복합 친환경 컨설팅 용역,㈜에이텍종합건축사사무소,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2021,KTX울산역 역세권 복합용지 M5블럭 주상복합 친환경 컨설팅 용역,㈜에이텍종합건축사사무소,건축물 등의 범죄예방기준
2021,합천댐지사 사옥 건립 기본 및 실시설계용역 친환경설계분야,㈜재이건축사사무소,에너지절약계획서
2021,합천댐지사 사옥 건립 기본 및 실시설계용역 친환경설계분야,㈜재이건축사사무소,건축물 에너지효율등급 예비인증
2021,합천댐지사 사옥 건립 기본 및 실시설계용역 친환경설계분야,㈜재이건축사사무소,ZEB 예비인증
2021,합천댐지사 사옥 건립 기본 및 실시설계용역 친환경설계분야,㈜재이건축사사무소,건축물 등의 범죄예방기준
2021,합천댐지사 사옥 건립 기본 및 실시설계용역 친환경설계분야,㈜재이건축사사무소,장애물없는 생활환경(Barrier Free) 예비인증
2021,포항시 오천읍 구정리 528-9번지 일원 공동주택(2차변경 수정계약),㈜새누리홀딩스,에너지절약계획서
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,에너지절약계획서
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,녹색건축 예비인증
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,녹색건축 본인증
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,건축물 에너지효율등급 예비인증
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,건축물 에너지효율등급 본인증
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,건축물 등의 범죄예방기준
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,수질오염 총량제
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2021,신림역 주상복합 프로젝트 친환경 컨설팅 용역,㈜옥토하우징,녹색건축 인증평가 (LCA)
2021,춘천시 약사동 주상복합 신축공사 친환경분야 ,㈜종합건축사사무소디자인캠프문박디엠피,에너지절약계획서
2021,춘천시 약사동 주상복합 신축공사 친환경분야 ,㈜종합건축사사무소디자인캠프문박디엠피,건축물 등의 범죄예방기준
2021,춘천시 약사동 주상복합 신축공사 친환경분야 ,㈜종합건축사사무소디자인캠프문박디엠피,수질오염 총량제
2021,춘천시 약사동 주상복합 신축공사 친환경분야 ,㈜태제에이앤지건축사사무소,
2021,친환경 그린리모델링 컨설팅 용역 친환경설계,㈜포스코에이앤씨건축사사무소,연구용역
2021,무지개마을4단지 리모델링주택조합 교육환경평가 및 소음예측평가,무지개마을4단지 리모델링주택조합,소음예측
2021,무지개마을4단지 리모델링주택조합 교육환경평가 및 소음예측평가,무지개마을4단지 리모델링주택조합,교육환경
2021,신한은행 기흥연구소 숙소 재건축공사 녹색건축물 및 건축물에너지효율등급 인증,CJ대한통운㈜,녹색건축 본인증
2021,신한은행 기흥연구소 숙소 재건축공사 녹색건축물 및 건축물에너지효율등급 인증,CJ대한통운㈜,건축물 에너지효율등급 본인증
2021,목포유달경기장 부지 공동주택 신축공사 친환경분야,㈜디에이그룹엔지니어링종합건축사사무소,소음예측
2021,목포유달경기장 부지 공동주택 신축공사 친환경분야,㈜디에이그룹엔지니어링종합건축사사무소,에너지절약계획서
